,season,team_api_id,players
363,2011/2012,9874,"[173955.0, 300045.0, 41105.0, 93458.0, 185618.0, 147351.0, 292888.0, 36123.0, 33446.0, 91560.0, 156716.0, 46650.0, 179520.0, 42304.0, 132809.0, 134222.0, 165583.0, 244558.0, 201939.0, 109280.0, 155623.0, 26345.0, 94325.0, 147958.0, 26359.0]"
364,2012/2013,9874,"[173955.0, 300045.0, 79246.0, 41105.0, 185618.0, 147351.0, 292888.0, 41121.0, 33446.0, 178091.0, 156716.0, 179520.0, 42304.0, 132809.0, 244558.0, 165583.0, 134222.0, 201939.0, 26199.0, 26335.0, 109280.0, 155623.0, 185704.0, 20329.0, 94325.0]"
365,2013/2014,9874,"[173955.0, 26118.0, 279178.0, 112012.0, 26126.0, 185618.0, 147351.0, 292888.0, 496285.0, 41121.0, 33446.0, 154280.0, 156716.0, 291642.0, 303165.0, 179520.0, 132809.0, 134222.0, 165583.0, 40657.0, 201939.0, 26199.0, 26335.0, 162914.0, 497763.0, 290022.0, 155623.0, 20329.0, 94325.0, 281974.0, 473851.0]"
366,2014/2015,9874,
367,2015/2016,9874,
368,2008/2009,9941,
369,2009/2010,9941,
370,2010/2011,9941,"[39105.0, 26402.0, 26117.0, 40103.0, 127207.0, 26409.0, 26253.0, 178574.0, 145070.0, 94549.0, 41365.0, 26326.0, 94550.0, 190741.0, 25659.0, 46653.0, 26399.0]"
371,2011/2012,9941,"[184576.0, 192770.0, 161420.0, 190741.0, 41365.0, 26399.0, 26406.0, 40103.0, 145070.0, 33080.0, 46653.0, 318656.0, 39105.0, 279879.0, 94549.0, 26326.0, 94550.0, 195299.0, 16493.0, 188413.0]"
372,2012/2013,9941,"[303360.0, 192770.0, 210184.0, 161420.0, 190741.0, 41365.0, 26406.0, 40103.0, 145070.0, 32574.0, 279879.0, 40012.0, 94549.0, 26326.0, 94550.0, 14560.0, 195299.0, 33129.0, 409193.0, 16493.0, 352879.0, 188413.0, 40189.0]"
373,2013/2014,9941,"[303360.0, 192770.0, 210184.0, 169865.0, 435214.0, 190741.0, 21414.0, 26406.0, 32574.0, 24385.0, 279879.0, 206795.0, 41174.0, 26326.0, 14560.0, 195299.0, 409193.0, 16493.0, 210682.0, 188413.0, 16254.0]"
374,2014/2015,9941,"[303360.0, 166020.0, 210184.0, 169865.0, 435214.0, 190741.0, 605848.0, 562685.0, 21414.0, 164519.0, 26406.0, 173484.0, 103470.0, 466357.0, 24385.0, 195706.0, 279879.0, 26326.0, 409193.0, 16493.0, 129393.0, 188413.0, 210682.0, 563069.0, 16254.0]"
375,2015/2016,9941,"[303360.0, 166020.0, 210184.0, 169865.0, 435214.0, 190741.0, 605848.0, 698273.0, 21414.0, 164519.0, 563069.0, 103470.0, 466357.0, 642618.0, 279879.0, 26326.0, 16493.0, 129393.0, 292978.0, 206711.0, 195706.0, 696443.0, 188413.0]"
376,2008/2009,8583,
377,2009/2010,8583,
378,2010/2011,8583,"[nan, 26241.0, 30977.0, 143752.0, 26376.0, 26251.0, 26136.0, 36121.0, 39980.0, 111917.0, 26288.0, 39993.0, 246331.0, 11323.0, 39996.0, 260564.0, 26199.0, 37466.0, 115429.0, 30823.0, 34417.0, 34037.0]"
379,2011/2012,8583,"[26241.0, 30977.0, 26251.0, 41877.0, 192921.0, 33448.0, 39980.0, 111917.0, 26288.0, 279477.0, 11323.0, 246331.0, 47552.0, 26311.0, 120915.0, 260564.0, 26199.0, 37466.0, 95076.0, 115429.0, 30823.0, 34417.0]"
380,2012/2013,8583,
381,2013/2014,8583,
382,2014/2015,8583,
383,2015/2016,8583,
384,2008/2009,9827,
385,2009/2010,9827,
386,2010/2011,9827,"[40707.0, 41092.0, 93317.0, 26118.0, 26119.0, 26121.0, 39962.0, 39963.0, 26144.0, 39978.0, 71605.0, 26168.0, 30907.0, 31292.0, 179393.0, 40001.0, 40543.0, 157289.0, 240367.0]"
387,2011/2012,9827,"[40707.0, 41092.0, 93317.0, 26119.0, 41238.0, 26142.0, 41119.0, 26144.0, 71605.0, 26168.0, 94010.0, 30907.0, 31292.0, 122047.0, 40001.0, 179393.0, 26195.0, 40543.0, 157289.0, 154230.0, 154232.0, 26238.0]"
388,2012/2013,9827,"[40707.0, 41092.0, 93317.0, 26118.0, 26119.0, 41093.0, 41238.0, 26142.0, 41119.0, 26144.0, 292772.0, 36394.0, 26168.0, 94010.0, 30907.0, 31292.0, 122047.0, 40001.0, 179393.0, 352833.0, 26195.0, 40543.0, 297579.0, 154230.0, 26238.0]"
389,2013/2014,9827,"[40707.0, 41093.0, 26119.0, 41238.0, 493467.0, 26142.0, 26144.0, 292772.0, 36394.0, 37554.0, 26168.0, 94010.0, 30907.0, 122047.0, 179393.0, 352833.0, 26195.0, 512723.0, 40549.0, 297579.0, 173427.0, 154230.0, 26238.0]"
390,2014/2015,9827,"[40707.0, 166019.0, 466308.0, 41093.0, 198277.0, 26119.0, 279172.0, 612747.0, 280977.0, 41238.0, 519575.0, 493467.0, 292772.0, 36394.0, 185386.0, 26168.0, 94010.0, 30907.0, 122047.0, 179393.0, 352833.0, 41174.0, 512740.0, 297579.0, 161396.0, 289140.0, 154230.0]"
391,2015/2016,9827,"[562688.0, 166019.0, 466308.0, 198277.0, 41093.0, 40707.0, 612747.0, 41238.0, 519575.0, 26144.0, 292772.0, 26154.0, 529324.0, 684978.0, 535603.0, 214452.0, 612405.0, 26168.0, 94010.0, 30907.0, 625340.0, 179393.0, 352833.0, 41174.0, 504033.0, 512740.0, 297579.0, 161396.0, 289140.0, 602493.0]"
392,2008/2009,7819,
393,2009/2010,7819,
394,2010/2011,7819,"[46338.0, 166917.0, 179845.0, 46342.0, 161291.0, 46241.0, 26275.0, 16292.0, 26149.0, 93347.0, 213799.0, 157859.0, 26420.0, 246330.0, 11324.0, 26176.0, 46662.0, 143945.0, 18636.0, 179791.0, 179792.0, 26191.0, 111193.0, 111194.0]"
395,2011/2012,7819,"[nan, nan, 46338.0, 289155.0, 179845.0, 46342.0, 279173.0, 46241.0, 26275.0, 26420.0, 11324.0, 26176.0, 279873.0, 46662.0, 179791.0, 35407.0, 26191.0, 46430.0, 191583.0, 40679.0, 169204.0]"
396,2012/2013,7819,
397,2013/2014,7819,
398,2014/2015,7819,"[289155.0, 279172.0, 46726.0, 103691.0, 128666.0, 210466.0, 103714.0, 46757.0, 26279.0, 354472.0, 33451.0, 352943.0, 26167.0, 11324.0, 277439.0, 468931.0, 319300.0, 210126.0, 163160.0, 109280.0, 40676.0, 230900.0]"
399,2015/2016,7819,"[nan, nan, 289155.0, 46726.0, 46342.0, 264085.0, 128666.0, 671644.0, 45473.0, 103714.0, 46757.0, 145061.0, 33451.0, 352943.0, 354485.0, 26167.0, 11324.0, 210126.0, 215766.0, 208984.0, 94307.0, 248169.0, 183530.0, 303345.0]"
400,2008/2009,8689,
401,2009/2010,8689,
402,2010/2011,8689,"[40709.0, 40712.0, 41232.0, 93457.0, 26392.0, 97699.0, 40740.0, 23075.0, 186153.0, 46645.0, 31037.0, 46540.0, 40018.0, 26324.0, 26327.0, 159594.0, 5610.0, 41083.0, 26364.0]"
403,2011/2012,8689,"[40709.0, 93457.0, 210451.0, 187669.0, 177688.0, 114724.0, 149031.0, 242094.0, 24753.0, 46645.0, 192316.0, 31037.0, 113599.0, 210114.0, 210115.0, 46540.0, 40018.0, 26324.0, 179412.0, 26327.0, 179415.0, 26343.0, 5610.0, 41195.0, 40685.0, 41083.0, 26364.0]"
404,2012/2013,8689,"[40709.0, 26376.0, 93457.0, 210451.0, 187669.0, 421786.0, 114724.0, 149031.0, 215079.0, 24753.0, 46645.0, 192316.0, 31037.0, 113599.0, 186815.0, 210114.0, 46540.0, 40018.0, 26324.0, 26327.0, 179415.0, 210404.0, 5610.0, 40685.0, 34417.0, 41083.0]"
405,2013/2014,8689,"[40709.0, 279175.0, 93457.0, 210451.0, 187669.0, 95513.0, 421786.0, 481694.0, 149031.0, 186153.0, 194479.0, 24753.0, 46645.0, 202443.0, 40018.0, 26327.0, 179415.0, 352994.0, 5610.0, 41195.0, 308843.0, 40685.0, 34417.0, 41083.0]"
406,2014/2015,8689,"[nan, nan, 420867.0, 562694.0, 143757.0, 93457.0, 210451.0, 187669.0, 481694.0, 114724.0, 149031.0, 154280.0, 194479.0, 188467.0, 192316.0, 210114.0, 196805.0, 202443.0, 179415.0, 352994.0, 210146.0, 5610.0, 308843.0, 40685.0, 179828.0, 46712.0, 41083.0, 543358.0]"
407,2015/2016,8689,"[664962.0, 420867.0, 199810.0, 562694.0, 143750.0, 143757.0, 93457.0, 210451.0, 423190.0, 131995.0, 149031.0, 354472.0, 188467.0, 210114.0, 196947.0, 179415.0, 352994.0, 210146.0, 610534.0, 5610.0, 308843.0, 41195.0, 179828.0, 46712.0, 158845.0, 543358.0]"
408,2008/2009,9748,
409,2009/2010,9748,
410,2010/2011,9748,"[30472.0, 182923.0, 182925.0, 96398.0, 39979.0, 93484.0, 20401.0, 25521.0, 39990.0, 26295.0, 26294.0, 32579.0, 30536.0, 33744.0, 30931.0, 150869.0, 40537.0, 26330.0, 114268.0, 25572.0, 26344.0]"
411,2011/2012,9748,"[182923.0, 182925.0, 39979.0, 93484.0, 93488.0, 20401.0, 26294.0, 26295.0, 32579.0, 154949.0, 210117.0, 30536.0, 33744.0, 30931.0, 150869.0, 40537.0, 26330.0, 114268.0, 26344.0, 169193.0, 26354.0]"
412,2012/2013,9748,"[182923.0, 182925.0, 38802.0, 93484.0, 93488.0, 20401.0, 26295.0, 26167.0, 32579.0, 154949.0, 210117.0, 210120.0, 30536.0, 319822.0, 33744.0, 40016.0, 30931.0, 26324.0, 26330.0, 114268.0, 115297.0, 26344.0, 169193.0, 26354.0, 167035.0]"
413,2013/2014,9748,"[182923.0, 182925.0, 41360.0, 38802.0, 93488.0, 26167.0, 186811.0, 150080.0, 154949.0, 210117.0, 210119.0, 319822.0, 40016.0, 33744.0, 26324.0, 26330.0, 469852.0, 26344.0, 169193.0, 26354.0, 167035.0, 473852.0, 303358.0]"
414,2014/2015,9748,"[426880.0, 199810.0, 182923.0, 182925.0, 41360.0, 38802.0, 40730.0, 93488.0, 40758.0, 210117.0, 210119.0, 210120.0, 409161.0, 319822.0, 40016.0, 33744.0, 26324.0, 469852.0, 303334.0, 169193.0, 26354.0, 167035.0, 473852.0, 303358.0]"
415,2015/2016,9748,"[426880.0, 199810.0, 182923.0, 625164.0, 182925.0, 41360.0, 38802.0, 40730.0, 93985.0, 40740.0, 93488.0, 71602.0, 186811.0, 210117.0, 210119.0, 210120.0, 40016.0, 40060.0, 38994.0, 26324.0, 469852.0, 282472.0, 169193.0, 167035.0, 473852.0]"
416,2008/2009,9829,
417,2009/2010,9829,
418,2010/2011,9829,"[nan, nan, 26244.0, 26120.0, 41097.0, 41098.0, 37259.0, 145039.0, 131995.0, 39199.0, 150565.0, 71603.0, 35637.0, 39994.0, 25661.0, 26052.0, 149962.0, 40014.0, 210128.0, 94545.0, 2907.0, 166630.0, 36840.0, 94313.0, 30826.0, 40685.0, 26221.0, 31092.0, 215798.0]"
419,2011/2012,9829,
420,2012/2013,9829,
421,2013/2014,9829,"[192770.0, 109060.0, 210185.0, 161420.0, 22543.0, 30738.0, 359188.0, 239259.0, 354467.0, 27430.0, 108075.0, 24493.0, 37549.0, 466357.0, 39990.0, 214972.0, 30911.0, 38336.0, 164684.0, 357080.0, 115184.0, 41332.0, 413557.0, 215798.0, 466430.0]"
422,2014/2015,9829,"[267008.0, 192770.0, 22543.0, 563216.0, 359188.0, 150297.0, 239259.0, 354467.0, 27430.0, 108075.0, 24493.0, 37549.0, 39990.0, 478393.0, 214972.0, 30911.0, 38336.0, 488139.0, 450002.0, 357080.0, 115184.0, 413557.0, 215798.0, 30841.0]"
423,2015/2016,9829,"[535938.0, 449666.0, 563216.0, 359188.0, 29590.0, 150297.0, 108075.0, 445868.0, 24493.0, 37549.0, 161328.0, 39990.0, 478393.0, 446266.0, 291643.0, 361790.0, 30911.0, 38336.0, 361792.0, 468931.0, 488139.0, 450002.0, 533212.0, 701154.0, 115184.0, 40819.0, 413557.0, 215798.0, 267894.0]"
424,2008/2009,8481,
425,2009/2010,8481,
426,2010/2011,8481,"[26242.0, 26245.0, 46232.0, 46242.0, 111909.0, 46757.0, 192807.0, 93996.0, 26290.0, 111801.0, 26300.0, 11329.0, 25538.0, 17875.0, 74838.0, 210146.0, 240236.0, 26227.0, 26236.0, 26238.0]"
427,2011/2012,8481,"[26244.0, 26245.0, 41098.0, 46232.0, 131995.0, 145058.0, 157859.0, 46242.0, 192807.0, 78904.0, 39994.0, 11329.0, 41160.0, 17875.0, 167254.0, 74838.0, 40676.0, 240236.0, 41198.0, 240367.0, 26236.0]"
428,2012/2013,8481,"[nan, nan, 167555.0, 26244.0, 26245.0, 41098.0, 93327.0, 46232.0, 131995.0, 145058.0, 157859.0, 93994.0, 26290.0, 78904.0, 246332.0, 179517.0, 41160.0, 94545.0, 17875.0, 74838.0, 215766.0, 360156.0, 240236.0, 240367.0, 94329.0]"
429,2013/2014,8481,
430,2014/2015,8481,
431,2015/2016,8481,
432,2008/2009,4087,
433,2009/2010,4087,
434,2010/2011,4087,
435,2011/2012,4087,"[26113.0, 210691.0, 210692.0, 210694.0, 279181.0, 38805.0, 26390.0, 93343.0, 32937.0, 71603.0, 74169.0, 26333.0, 148832.0, 35560.0, 41194.0, 95597.0, 46701.0, 160370.0, 46708.0, 21751.0, 34045.0]"
436,2012/2013,4087,"[nan, nan, nan, 210691.0, 210692.0, nan, 210694.0, nan, nan, nan, 210693.0, nan, 279181.0, 38805.0, 26390.0, 30749.0, 93343.0, 185000.0, 71603.0, 46261.0, 74169.0, 192319.0, 211139.0, 352842.0, 26333.0, 148832.0, 92263.0, 41194.0, 95597.0, 160370.0, 46708.0, 21751.0, 34045.0]"
437,2013/2014,4087,"[210691.0, 210692.0, 210694.0, 26130.0, 93343.0, 185000.0, 71603.0, 179891.0, 74169.0, 192319.0, 400962.0, 18628.0, 210118.0, 26333.0, 170344.0, 467689.0, 41194.0, 95597.0, 40558.0, 25329.0, 46708.0, 230900.0, 34045.0]"
438,2014/2015,4087,"[nan, nan, 317062.0, 288783.0, 187669.0, 93343.0, 210466.0, 38435.0, 185000.0, 35121.0, 179891.0, 71603.0, 74169.0, 192319.0, 400962.0, 179522.0, 196805.0, 212697.0, 26333.0, 610533.0, 92263.0, 467689.0, 41194.0, 40558.0, 25329.0, 181619.0, 46708.0, 230900.0, 38907.0]"
439,2015/2016,4087,
440,2008/2009,8576,
441,2009/2010,8576,
442,2010/2011,8576,
443,2011/2012,8576,"[143752.0, 103691.0, 33420.0, 46221.0, 143757.0, 40721.0, 46230.0, 46246.0, 71472.0, 94013.0, 37567.0, 118850.0, 31047.0, 38728.0, 40025.0, 148830.0, 26346.0, 78186.0, 154233.0, 37242.0]"
444,2012/2013,8576,"[46468.0, 34183.0, 143752.0, 103691.0, 33420.0, 143757.0, 46221.0, 39311.0, 40721.0, 46246.0, 26288.0, 94013.0, 37567.0, 118850.0, 31047.0, 40021.0, 40022.0, 148830.0, 40543.0, 26346.0, 78186.0, 154233.0, 26364.0]"
445,2013/2014,8576,"[46468.0, 34183.0, 518538.0, 46221.0, 143757.0, 39311.0, 526223.0, 478997.0, 26391.0, 26288.0, 51509.0, 39993.0, 11323.0, 37567.0, 26052.0, 490181.0, 31047.0, 213319.0, 94033.0, 40022.0, 148830.0, 46689.0, 78186.0, 97521.0, 474102.0, 154233.0, 26364.0, 154238.0]"
446,2014/2015,8576,
447,2015/2016,8576,
448,2008/2009,9836,
449,2009/2010,9836,
450,2010/2011,9836,
451,2011/2012,9836,"[173699.0, 163205.0, 279175.0, 279178.0, 37280.0, 93347.0, 93356.0, 26287.0, 208688.0, 103869.0, 72259.0, 184520.0, 104392.0, 179798.0, 210400.0, 210402.0, 210403.0, 210404.0, 210406.0, 185067.0, 169594.0]"
452,2012/2013,9836,
453,2013/2014,9836,
454,2014/2015,9836,
455,2015/2016,9836,
456,2008/2009,9837,
457,2009/2010,9837,
458,2010/2011,9837,
459,2011/2012,9837,
460,2012/2013,9837,"[89476.0, 46345.0, 26262.0, 131991.0, 26264.0, 26402.0, 245287.0, 93353.0, 46892.0, 26156.0, 103468.0, 30900.0, 11317.0, 140982.0, 46653.0, 277441.0, 181197.0, 97489.0, 183519.0, 46448.0, 154229.0, 154232.0, 210683.0]"
461,2013/2014,9837,"[14593.0, 184591.0, 26262.0, 131991.0, 26264.0, 26402.0, 245287.0, 112935.0, 46892.0, 103468.0, 30900.0, 11317.0, 140982.0, 46653.0, 181197.0, 424918.0, 159839.0, 46448.0, 94321.0, 154229.0, 154232.0, 210683.0]"
462,2014/2015,9837,"[89476.0, 26264.0, 131995.0, 26402.0, 245287.0, 112935.0, 103468.0, 46892.0, 243248.0, 150833.0, 30900.0, 140982.0, 46653.0, 277443.0, 513990.0, 181197.0, 424918.0, 26327.0, 41175.0, 159839.0, 46448.0, 94321.0, 154229.0, 210683.0]"
463,2015/2016,9837,"[nan, 89476.0, 562695.0, 426892.0, 184591.0, 26264.0, 26402.0, 46892.0, 103468.0, 30900.0, 140982.0, 46653.0, 277443.0, 128456.0, 29259.0, 181197.0, 613714.0, 424918.0, 41175.0, 256727.0, 191583.0, 159839.0, 277347.0, 681965.0, 254702.0, 46448.0, 94321.0, 46704.0, 210683.0]"
464,2008/2009,10242,
465,2009/2010,10242,
466,2010/2011,10242,
467,2011/2012,10242,
468,2012/2013,10242,"[39303.0, 159883.0, 41101.0, 242958.0, 36123.0, 38435.0, 33444.0, 46891.0, 101041.0, 26420.0, 26423.0, 40657.0, 210389.0, 94044.0, 33116.0, 363359.0, 19297.0, 303334.0, 154867.0, 154228.0, 41332.0]"
469,2013/2014,10242,
470,2014/2015,10242,
471,2015/2016,10242,"[634113.0, 465924.0, 167557.0, 39303.0, 281999.0, 79248.0, 614163.0, 210452.0, 423190.0, 38435.0, 93994.0, 46891.0, 243248.0, 354482.0, 26420.0, 601783.0, 40007.0, 41160.0, 33100.0, 148314.0, 33116.0, 363359.0, 19297.0, 720738.0, 466430.0, 26354.0, 154228.0, 94324.0, 194036.0, 602493.0, 16254.0]"
472,2008/2009,7794,
473,2009/2010,7794,
474,2010/2011,7794,
475,2011/2012,7794,
476,2012/2013,7794,"[166019.0, 166917.0, 277384.0, 93332.0, 30742.0, 140951.0, 33433.0, 41886.0, 46243.0, 46244.0, 176299.0, 71602.0, 71605.0, 179769.0, 32578.0, 94019.0, 42693.0, 26328.0, 317408.0, 33122.0, 254308.0, 165608.0, 26351.0, 37242.0, 95227.0]"
477,2013/2014,7794,"[166019.0, 166917.0, 33418.0, 33812.0, 93332.0, 30742.0, 26263.0, 33433.0, 41122.0, 46243.0, 46244.0, 31014.0, 409003.0, 11316.0, 26045.0, 277439.0, 42693.0, 196805.0, 31314.0, 434265.0, 317408.0, 155623.0, 26216.0, 26351.0, 287224.0, 37242.0]"
478,2014/2015,7794,"[nan, 40197.0, 26118.0, 79246.0, 435960.0, 33812.0, 131991.0, 307226.0, 41122.0, 46243.0, 46244.0, 31014.0, 51371.0, 156716.0, 11316.0, 40758.0, 42693.0, 192711.0, 213319.0, 407765.0, 155623.0, 26216.0, 38253.0, 210164.0, 564856.0]"
479,2015/2016,7794,"[40197.0, 26118.0, 664587.0, 143757.0, 33812.0, 131991.0, 46243.0, 46244.0, 156716.0, 194479.0, 11316.0, 40758.0, 602555.0, 179517.0, 277439.0, 42693.0, 192711.0, 407765.0, 602211.0, 277348.0, 26216.0, 352888.0, 25329.0, 564856.0]"
480,2008/2009,9747,
481,2009/2010,9747,
482,2010/2011,9747,
483,2011/2012,9747,
484,2012/2013,9747,
485,2013/2014,9747,"[46338.0, 26114.0, 26127.0, 41364.0, 491167.0, 303139.0, 277412.0, 46884.0, 71602.0, 186805.0, 94008.0, 78904.0, 41146.0, 103869.0, 11329.0, 278338.0, 40007.0, 134221.0, 179412.0, 33114.0, 37986.0, 154856.0, 156664.0]"
486,2014/2015,9747,"[26114.0, 46338.0, 89475.0, 166917.0, 26256.0, 41364.0, 120598.0, 606491.0, 491167.0, 303139.0, 277412.0, 46884.0, 71602.0, 46645.0, 186805.0, 103869.0, 11329.0, 278338.0, 134221.0, 45400.0, 40537.0, 37986.0, 41191.0, 156664.0]"
487,2015/2016,9747,"[46338.0, 26114.0, 89475.0, 26374.0, 26256.0, 41361.0, 41364.0, 120598.0, 168342.0, 606491.0, 491167.0, 277412.0, 693171.0, 186805.0, 46645.0, 103869.0, 11329.0, 40007.0, 104404.0, 26330.0, 109280.0, 37986.0, 154856.0, 230900.0, 466294.0]"
488,2008/2009,9830,
489,2009/2010,9830,
490,2010/2011,9830,
491,2011/2012,9830,
492,2012/2013,9830,
493,2013/2014,9830,"[nan, 169217.0, 40840.0, 40714.0, 41103.0, 242719.0, 46755.0, 52265.0, 303155.0, 106292.0, 157369.0, 258873.0, 25657.0, 261313.0, 421441.0, 11332.0, 193866.0, 211146.0, 5202.0, 263511.0, 94307.0, 248169.0, 26221.0, 348408.0, 37756.0]"
494,2014/2015,9830,"[169217.0, 536584.0, 562697.0, 40714.0, 41103.0, 562719.0, 79264.0, 46755.0, 52265.0, 303155.0, 258873.0, 25657.0, 261313.0, 193866.0, 211146.0, 5202.0, 263511.0, 94307.0, 248169.0, 26221.0, 37756.0, 473855.0]"
495,2015/2016,9830,"[nan, nan, 169217.0, nan, 279172.0, nan, 317062.0, nan, 536584.0, 109065.0, 40714.0, 562697.0, nan, 41103.0, 211089.0, 562719.0, 46755.0, 158886.0, 52265.0, 303155.0, 26171.0, 439366.0, 5202.0, 687572.0, 263511.0, 467689.0, 263276.0, 38253.0, 348408.0, 37756.0]"
496,2008/2009,8550,
497,2009/2010,8550,
498,2010/2011,8550,
499,2011/2012,8550,
500,2012/2013,8550,
501,2013/2014,8550,
502,2014/2015,8550,"[nan, nan, nan, 79747.0, 422281.0, 505866.0, 193807.0, 304022.0, 185625.0, 179866.0, 116253.0, 91560.0, 186153.0, 187563.0, 26028.0, 388025.0, 463803.0, 39999.0, 94019.0, 278341.0, 120917.0, 30679.0, 25560.0, 33122.0, 46704.0, 426873.0, 450812.0, 210429.0, 426878.0]"
503,2015/2016,8550,
504,2008/2009,8121,
505,2009/2010,8121,
506,2010/2011,8121,
507,2011/2012,8121,
508,2012/2013,8121,
509,2013/2014,8121,
510,2014/2015,8121,
511,2015/2016,8121,"[173955.0, 277384.0, 41098.0, 79248.0, 187669.0, 103964.0, 93470.0, 93358.0, 46256.0, 310836.0, 179901.0, 195263.0, 292678.0, 67401.0, 78411.0, 34003.0, 210387.0, 26327.0, 148828.0, 160222.0, 303334.0, 426612.0, 715642.0]"
512,2008/2009,6391,
513,2009/2010,6391,
514,2010/2011,6391,
515,2011/2012,6391,
516,2012/2013,6391,
517,2013/2014,6391,
518,2014/2015,6391,
519,2015/2016,6391,"[41216.0, 25856.0, 303359.0, 187666.0, 41236.0, 41240.0, 36123.0, 208676.0, 38951.0, 426670.0, 303025.0, 354491.0, 179516.0, 103485.0, 196186.0, 311003.0, 160220.0, 466143.0, 311009.0, 409193.0, 108525.0, 265727.0]"
520,2008/2009,9823,"[32653.0, 35988.0, 25365.0, 27284.0, 30872.0, 27300.0, 30638.0, 30894.0, 38843.0, 33085.0, 30924.0, 18518.0, 39774.0, 30688.0, 38244.0, 95078.0, 93041.0, 30709.0, 32118.0, 30711.0, 30459.0]"
521,2009/2010,9823,"[30477.0, 32653.0, 30868.0, 27284.0, 30872.0, 121633.0, 27300.0, 116772.0, 94886.0, 27306.0, 30764.0, 30894.0, 30638.0, 33085.0, 27326.0, 30924.0, 38244.0, 93041.0, 30834.0, 161396.0, 30709.0, 26489.0, 30459.0]"
522,2010/2011,9823,"[30477.0, 32653.0, 36878.0, 147729.0, 30868.0, 25365.0, 30872.0, 27300.0, 116772.0, 94886.0, 30764.0, 30894.0, 30638.0, 33085.0, 27326.0, 30924.0, 38244.0, 95078.0, 93041.0, 30834.0, 161396.0, 26489.0, 30459.0]"
523,2011/2012,9823,"[30477.0, 107920.0, 147729.0, 30868.0, 30872.0, 121633.0, 27299.0, 116772.0, 94886.0, 27303.0, 30764.0, 30894.0, 33085.0, 27326.0, 30924.0, 36183.0, 95078.0, 30834.0, 161396.0, 166653.0]"
524,2012/2013,9823,"[147729.0, 30868.0, 25366.0, 30872.0, 38432.0, 121633.0, 37410.0, 27299.0, 116772.0, 94886.0, 27303.0, 176300.0, 30894.0, 75447.0, 33085.0, 27326.0, 33473.0, 30924.0, 36183.0, 95078.0, 30834.0, 161396.0]"
525,2013/2014,9823,"[355347.0, 172949.0, 25366.0, 30872.0, 266523.0, 38432.0, 121633.0, 37410.0, 27299.0, 116772.0, 27303.0, 176300.0, 30894.0, 177714.0, 75447.0, 33085.0, 33473.0, 174018.0, 298823.0, 30924.0, 36183.0, 95078.0, 30834.0, 161396.0]"
526,2014/2015,9823,"[566785.0, 93447.0, 25366.0, 30872.0, 46875.0, 266523.0, 38432.0, 121633.0, 37410.0, 27299.0, 116772.0, 94886.0, 27303.0, 30889.0, 176300.0, 30894.0, 177714.0, 462004.0, 141370.0, 282691.0, 30660.0, 298823.0, 30924.0, 36183.0, 30834.0]"
527,2015/2016,9823,"[93447.0, 49939.0, 172949.0, 46875.0, 121633.0, 37410.0, 27299.0, 116772.0, 94886.0, 27303.0, 30889.0, 30894.0, 177714.0, 36146.0, 156726.0, 141370.0, 282691.0, 30924.0, 429265.0, 36183.0, 460632.0, 30834.0]"
528,2008/2009,8178,"[nan, nan, 49939.0, 37151.0, 27424.0, 30754.0, 27427.0, 27556.0, 128037.0, 27429.0, 36005.0, 30253.0, 28081.0, 36147.0, 43210.0, 30937.0, 34267.0, 31199.0, 27492.0, 95078.0, 34681.0]"
529,2009/2010,8178,"[114963.0, 49939.0, 27424.0, 30754.0, 27427.0, 27556.0, 27429.0, 30253.0, 177083.0, 24134.0, 97734.0, 43210.0, 30937.0, 31199.0, 27492.0, 95078.0, 73448.0, 58354.0, 34681.0, 37373.0]"
530,2010/2011,8178,"[27424.0, 27427.0, 27492.0, 27556.0, 24134.0, 97734.0, 73448.0, 27429.0, 43210.0, 30699.0, 71560.0, 31199.0, 58354.0, 49939.0, 27349.0, 30937.0, 37373.0, 34681.0]"
531,2011/2012,8178,"[215168.0, 71560.0, 155534.0, 114963.0, 240537.0, 27427.0, 27429.0, 109615.0, 46403.0, 97734.0, 43210.0, 27349.0, 30937.0, 31199.0, 27492.0, 187109.0, 73448.0, 30699.0, 58354.0, 34681.0, 178812.0, 37373.0]"
532,2012/2013,8178,"[215168.0, 200962.0, 71560.0, 27284.0, 20125.0, 27427.0, 27429.0, 27310.0, 109615.0, 282674.0, 113340.0, 97734.0, 43210.0, 31199.0, 27492.0, 208230.0, 58354.0, 178812.0, 37373.0]"
533,2013/2014,8178,"[215168.0, 200962.0, 212867.0, 103686.0, 71560.0, 26255.0, 27427.0, 27429.0, 27310.0, 109615.0, 113340.0, 34114.0, 31045.0, 307021.0, 31199.0, 73448.0, 191080.0, 516846.0, 58354.0, 37373.0]"
534,2014/2015,8178,"[215168.0, 37373.0, 212867.0, 469764.0, 26255.0, 27427.0, 27429.0, 27310.0, 109615.0, 427062.0, 487867.0, 34114.0, 304733.0, 31199.0, 194533.0, 208230.0, 191080.0, 516846.0, 58354.0, 101501.0]"
535,2015/2016,8178,"[215168.0, 37373.0, 103686.0, 70409.0, 667787.0, 261653.0, 681383.0, 27310.0, 109615.0, 427062.0, 487867.0, 34114.0, 469700.0, 50638.0, 185175.0, 269788.0, 304733.0, 31199.0, 208230.0, 191080.0, 132844.0, 251244.0, 516846.0, 101501.0]"
