,season,team_api_id,players
761,2009/2010,8524,"[39170.0, 24456.0, 41869.0, 39696.0, 42645.0, 39701.0, 42390.0, 41496.0, 34969.0, 41497.0, 39190.0, 37525.0, 39201.0, 27686.0, 39210.0, 39474.0, 41536.0, 18500.0, 39622.0, 30920.0, 41930.0, 39502.0, 27599.0, 42579.0, 38762.0, 15732.0]"
762,2010/2011,8524,
763,2011/2012,8524,"[39170.0, 150407.0, 24456.0, 41869.0, 39694.0, 29587.0, 49940.0, 42645.0, 41879.0, 27671.0, 41497.0, 42650.0, 42009.0, 39201.0, 24484.0, 104744.0, 39726.0, 41536.0, 39376.0, 74452.0, 35421.0, 172899.0, 127460.0, 182765.0]"
764,2012/2013,8524,"[39170.0, 103941.0, 38922.0, 41869.0, 39694.0, 27663.0, 29587.0, 49940.0, 27671.0, 41497.0, 42650.0, 39201.0, 37537.0, 206242.0, 24484.0, 39713.0, 104744.0, 39726.0, 24500.0, 39222.0, 39229.0, 47564.0, 24403.0, 35421.0, 244835.0, 127460.0, 18923.0, 182765.0, 15732.0]"
765,2013/2014,8524,"[39170.0, 38922.0, 27663.0, 29587.0, 49940.0, 212630.0, 27671.0, 42650.0, 39201.0, 206242.0, 24484.0, 39207.0, 104744.0, 39726.0, 24500.0, 39229.0, 318535.0, 26315.0, 24403.0, 68436.0, 195413.0, 195414.0, 35421.0, 244835.0, 127460.0, 94326.0]"
766,2014/2015,8524,"[299393.0, 575364.0, 38922.0, 30603.0, 27660.0, 29587.0, 49940.0, 212630.0, 41879.0, 27671.0, 42650.0, 39201.0, 45220.0, 39207.0, 27690.0, 39726.0, 25519.0, 182836.0, 198583.0, 39229.0, 244811.0, 68436.0, 195413.0, 35421.0, 42478.0, 73841.0, 94326.0, 35575.0]"
767,2015/2016,8524,"[485634.0, 41475.0, 575364.0, 127374.0, 29587.0, 49940.0, 212630.0, 39447.0, 27671.0, 41879.0, 42650.0, 198559.0, 39201.0, 45220.0, 39207.0, 40621.0, 39726.0, 25519.0, 182836.0, 24500.0, 400957.0, 35421.0, 260964.0, 435684.0, 201704.0, 73841.0, 210932.0, 35575.0, 506364.0]"
768,2008/2009,8529,"[39694.0, 39696.0, 39313.0, 39599.0, 39474.0, 39218.0, 39222.0, 41404.0, 41411.0, 24391.0, 39763.0, 24403.0, 24405.0, 24412.0, 24414.0, 103266.0, 18923.0, 42091.0, 41326.0, 39538.0, 96509.0]"
769,2009/2010,8529,"[39299.0, 111747.0, 42502.0, 39313.0, 27672.0, 39599.0, 39222.0, 35641.0, 41404.0, 41411.0, 34633.0, 39763.0, 24403.0, 24405.0, 41433.0, 112476.0, 24412.0, 24414.0, 103266.0, 42091.0, 41326.0, 39538.0, 96509.0]"
770,2010/2011,8529,"[103266.0, 41411.0, 27685.0, 42502.0, 41478.0, 112476.0, 34633.0, 41326.0, 41136.0, 39474.0, 24403.0, 39763.0, 24405.0, 39222.0, 42583.0, 41433.0, 41404.0, 24414.0]"
771,2011/2012,8529,"[42502.0, 41478.0, 27672.0, 155056.0, 39222.0, 34633.0, 39763.0, 24403.0, 24405.0, 160211.0, 71768.0, 41433.0, 112476.0, 24414.0, 103266.0, 172644.0, 166121.0, 41326.0, 42478.0, 35575.0, 96509.0]"
772,2012/2013,8529,"[42502.0, 41478.0, 210704.0, 79253.0, 27672.0, 74009.0, 281760.0, 155056.0, 34633.0, 24405.0, 71768.0, 41433.0, 361946.0, 112476.0, 24414.0, 103266.0, 172644.0, 41326.0, 42478.0, 150388.0, 35575.0, 96509.0]"
773,2013/2014,8529,"[364164.0, 42502.0, 41478.0, 210704.0, 79253.0, 27672.0, 74009.0, 120221.0, 281760.0, 89079.0, 165952.0, 40648.0, 34633.0, 24405.0, 71768.0, 41433.0, 112476.0, 24414.0, 103266.0, 118883.0, 172644.0, 263276.0, 42478.0, 41326.0, 206322.0, 35575.0]"
774,2014/2015,8529,"[195589.0, 518663.0, 210704.0, 79253.0, 27672.0, 74009.0, 195998.0, 281760.0, 128803.0, 39331.0, 41769.0, 215723.0, 75445.0, 111818.0, 192079.0, 282706.0, 24405.0, 71768.0, 203739.0, 24414.0, 190562.0, 172644.0, 157284.0, 41326.0, 168569.0, 150395.0]"
775,2015/2016,8529,
776,2008/2009,8530,"[18816.0, 18823.0, 37768.0, 37520.0, 39314.0, 39699.0, 42901.0, 96534.0, 39706.0, 18590.0, 56992.0, 39714.0, 41129.0, 41387.0, 12209.0, 42035.0, 121286.0, 42696.0, 39267.0, 39271.0, 39273.0, 39274.0, 28907.0, 39541.0, 37503.0]"
777,2009/2010,8530,"[18816.0, 18823.0, 37768.0, 39314.0, 37522.0, 42901.0, 96534.0, 39706.0, 18590.0, 56992.0, 42431.0, 18880.0, 47553.0, 121286.0, 77767.0, 42696.0, 39510.0, 39267.0, 39271.0, 33640.0, 28907.0, 39533.0, 39284.0, 39541.0, 39415.0]"
778,2010/2011,8530,"[18816.0, 18823.0, 37768.0, 39314.0, 37522.0, 42901.0, 37273.0, 39706.0, 18590.0, 56992.0, 45220.0, 42431.0, 18880.0, 47553.0, 213317.0, 121286.0, 77767.0, 39510.0, 41694.0, 39267.0, 39271.0, 33640.0, 28907.0, 39533.0, 182765.0, 39284.0, 39541.0, 39415.0]"
779,2011/2012,8530,"[18816.0, 25735.0, 37768.0, 24459.0, 39314.0, 37273.0, 18590.0, 56992.0, 281762.0, 45220.0, 18733.0, 12209.0, 42431.0, 18880.0, 41412.0, 121286.0, 77767.0, 27720.0, 97487.0, 39510.0, 41694.0, 39267.0, 33640.0, 49897.0, 28907.0, 39533.0, 39284.0, 39415.0, 150393.0]"
780,2012/2013,8530,"[37768.0, 24459.0, 37273.0, 56992.0, 45220.0, 113702.0, 18733.0, 281019.0, 30143.0, 18880.0, 156097.0, 41412.0, 77767.0, 41694.0, 39267.0, 39271.0, 244840.0, 28907.0, 166509.0, 39284.0, 39415.0, 362110.0]"
781,2013/2014,8530,"[37768.0, 24459.0, 37273.0, 21410.0, 110378.0, 424875.0, 18733.0, 30907.0, 281019.0, 30143.0, 18880.0, 156097.0, 41412.0, 77767.0, 291655.0, 230476.0, 42579.0, 41694.0, 115297.0, 39267.0, 33640.0, 28907.0, 166509.0, 239350.0, 39415.0, 156793.0]"
782,2014/2015,8530,
783,2015/2016,8530,
784,2008/2009,8533,"[nan, nan, 24448.0, nan, 24454.0, 25479.0, 42003.0, 39702.0, 42008.0, 42651.0, 39721.0, 39337.0, 41513.0, 39477.0, 26315.0, 41807.0, 27731.0, 42581.0, 39638.0, 42582.0, 24409.0, 39264.0, 113762.0, 39273.0, 32750.0, 24436.0, 39286.0, 24440.0, 24443.0]"
785,2009/2010,8533,"[24448.0, nan, nan, nan, nan, nan, 58499.0, 25479.0, nan, nan, 42003.0, 42008.0, 42651.0, 39200.0, 39721.0, 74410.0, 97195.0, 39477.0, 39745.0, 26315.0, 27731.0, 39638.0, 113762.0, 39273.0, 24436.0, 39286.0, 24443.0]"
786,2010/2011,8533,"[24448.0, 39426.0, 58499.0, 24454.0, 42119.0, 38920.0, 42003.0, 42008.0, 26522.0, 42651.0, 39721.0, 97195.0, 26285.0, 39477.0, 42425.0, 41309.0, 181984.0, 113762.0, 39273.0, 42601.0, 26223.0, 24436.0, 39286.0, 24443.0]"
787,2011/2012,8533,"[24448.0, 58499.0, 38920.0, 39304.0, 42008.0, 42651.0, 39721.0, 33706.0, 25519.0, 39477.0, 42425.0, 39487.0, 73024.0, 109121.0, 181984.0, 113762.0, 26472.0, 39273.0, 27630.0, 26223.0, 24436.0, 95225.0, 183547.0]"
788,2012/2013,8533,"[24448.0, 72448.0, 39426.0, 58499.0, 37254.0, 24454.0, 39304.0, 38920.0, 27665.0, 299411.0, 42008.0, 42651.0, 25519.0, 41394.0, 39477.0, 42425.0, 39487.0, 73024.0, 109121.0, 173509.0, 449229.0, 181984.0, 39273.0, 49897.0, 50669.0, 27630.0, 26223.0, 168047.0, 24436.0, 95225.0, 161661.0]"
789,2013/2014,8533,"[24448.0, 39426.0, 24450.0, 42502.0, 38920.0, 39304.0, 42003.0, 42008.0, 42651.0, 39470.0, 25519.0, 39487.0, 109121.0, 173509.0, 103882.0, 24403.0, 68436.0, 42579.0, 39273.0, 50669.0, 26223.0, 168047.0, 42482.0, 15732.0, 73845.0, 41852.0]"
790,2014/2015,8533,"[24448.0, 39304.0, 42008.0, 36121.0, 181920.0, 24504.0, 39487.0, 109121.0, 42437.0, 168390.0, 39267.0, 45413.0, 33640.0, 127209.0, 39273.0, 182765.0, 26223.0, 15732.0, 239350.0, 161661.0, 161662.0, 37503.0]"
791,2015/2016,8533,"[24448.0, 39304.0, 22283.0, 42008.0, 36121.0, 33816.0, 195998.0, 212770.0, 57123.0, 528439.0, 24504.0, 39487.0, 150464.0, 109121.0, 18880.0, 39232.0, 42437.0, 41542.0, 27731.0, 166509.0, 26223.0, 15732.0, 37503.0]"
792,2008/2009,8535,"[24453.0, 39304.0, 24459.0, 39311.0, 33816.0, 30881.0, 39719.0, 25772.0, 39729.0, 24502.0, 24503.0, 24504.0, 27705.0, 24506.0, 24507.0, 39621.0, 24013.0, 24536.0, 27615.0, 33888.0, 24549.0, 39658.0, 31725.0, 92666.0]"
793,2009/2010,8535,"[39304.0, 39311.0, 33816.0, 30881.0, 39719.0, 24502.0, 24503.0, 24504.0, 24506.0, 24507.0, 35643.0, 39621.0, 27719.0, 27721.0, 24013.0, 46030.0, 24536.0, 155738.0, 31725.0, 42478.0, 25587.0, 92666.0, 31739.0]"
794,2010/2011,8535,"[39311.0, 30881.0, 39719.0, 41269.0, 24502.0, 24503.0, 184629.0, 24504.0, 35643.0, 24507.0, 39621.0, 27719.0, 27721.0, 24013.0, 24536.0, 155738.0, 39644.0, 118879.0, 31725.0, 239213.0, 42478.0, 25587.0, 30966.0, 31739.0, 30974.0]"
795,2011/2012,8535,"[nan, 39428.0, 30881.0, 39719.0, 178603.0, 38827.0, 41269.0, 24504.0, 176186.0, 35643.0, 24507.0, 41404.0, 39422.0, 27719.0, 27721.0, 24536.0, 155738.0, 39393.0, 244840.0, 213485.0, 239213.0, 39537.0, 25587.0, 30966.0, 92666.0, 30974.0]"
796,2012/2013,8535,"[178955.0, 47373.0, 27411.0, 170775.0, 38433.0, 113318.0, 39207.0, 37545.0, 35497.0, 178603.0, 27694.0, 155066.0, 38458.0, 176186.0, 24132.0, 41671.0, 24536.0, 155738.0, 144999.0, 39537.0, 30709.0, 165624.0, 92666.0, 39422.0]"
797,2013/2014,8535,"[40961.0, 178955.0, 47373.0, 27411.0, 38433.0, 39331.0, 113318.0, 39719.0, 27560.0, 37545.0, 38699.0, 27694.0, 176186.0, 38458.0, 155066.0, 27326.0, 37824.0, 41411.0, 206793.0, 282060.0, 24536.0, 144999.0, 358759.0, 32751.0, 147951.0]"
798,2014/2015,8535,"[41475.0, 141699.0, 178955.0, 47373.0, 24208.0, 239774.0, 38433.0, 30881.0, 414245.0, 39719.0, 37545.0, 27694.0, 103218.0, 184629.0, 176186.0, 38458.0, 155066.0, 27326.0, 37824.0, 196169.0, 24536.0, 18521.0, 144999.0, 292462.0, 147951.0, 210932.0]"
799,2015/2016,8535,"[141699.0, 47373.0, 38433.0, 414245.0, 113318.0, 38699.0, 387499.0, 103218.0, 184629.0, 43319.0, 38458.0, 213704.0, 196169.0, 18506.0, 282059.0, 24536.0, 134236.0, 103266.0, 144999.0, 21613.0, 147951.0, 206322.0, 37631.0]"
800,2008/2009,8564,"[nan, 30721.0, 30720.0, 34952.0, 23688.0, 30729.0, 30731.0, 30612.0, 30870.0, 30743.0, 39447.0, 30890.0, 41044.0, 46554.0, 34530.0, 34534.0, 32751.0, 32752.0, 26096.0, 26098.0, 26099.0, 31996.0, 39549.0]"
801,2009/2010,8564,"[30720.0, 30721.0, 30723.0, 39555.0, 23688.0, 30729.0, 34952.0, 30731.0, 30612.0, 30870.0, 30743.0, 39447.0, 36784.0, 80562.0, 39349.0, 46554.0, 27615.0, 34530.0, 34534.0, 32751.0, 26096.0, 32752.0, 26098.0, 30711.0, 39549.0]"
802,2010/2011,8564,"[30721.0, 30723.0, 39555.0, 163971.0, 23688.0, 34952.0, 30731.0, 35724.0, 30870.0, 30743.0, 39455.0, 80562.0, 33974.0, 27335.0, 26315.0, 46554.0, 34530.0, 38244.0, 34534.0, 32748.0, 32751.0, 26096.0, 30711.0, 192504.0, 30713.0, 39549.0]"
803,2011/2012,8564,"[30721.0, 30723.0, 39555.0, 41605.0, 34952.0, 30603.0, 35724.0, 27694.0, 161328.0, 80562.0, 33974.0, 30905.0, 25541.0, 39367.0, 27335.0, 26315.0, 46554.0, 34530.0, 38244.0, 288613.0, 34534.0, 33640.0, 32748.0, 32751.0, 26096.0, 30453.0, 30713.0, 39549.0]"
804,2012/2013,8564,"[39555.0, 96643.0, 41605.0, 30598.0, 34952.0, 23688.0, 24970.0, 30603.0, 108808.0, 26522.0, 46241.0, 161328.0, 33974.0, 30905.0, 24507.0, 73024.0, 39367.0, 27335.0, 26315.0, 46554.0, 34530.0, 288613.0, 24549.0, 32751.0, 30453.0, 30713.0, 39549.0]"
805,2013/2014,8564,"[39555.0, 30598.0, 18823.0, 108808.0, 34952.0, 24970.0, 30603.0, 299799.0, 36121.0, 26522.0, 46241.0, 47394.0, 57124.0, 212645.0, 77741.0, 161328.0, 33974.0, 30905.0, 265273.0, 24507.0, 30906.0, 41411.0, 39367.0, 72656.0, 30675.0, 41044.0, 34530.0, 288613.0, 24549.0, 30453.0, 30713.0]"
806,2014/2015,8564,"[39555.0, 30853.0, 30598.0, 34952.0, 154249.0, 24970.0, 37526.0, 46241.0, 57124.0, 46374.0, 77741.0, 40621.0, 161328.0, 41269.0, 30905.0, 30906.0, 24507.0, 49860.0, 26564.0, 72656.0, 30675.0, 280276.0, 34530.0, 127460.0, 288613.0, 24549.0, 30453.0, 33782.0, 41466.0, 199291.0]"
807,2015/2016,8564,"[39555.0, 30598.0, 108808.0, 24970.0, 612755.0, 46241.0, 57124.0, 46374.0, 41269.0, 24507.0, 47041.0, 26564.0, 72518.0, 72656.0, 362195.0, 470868.0, 244963.0, 127460.0, 288613.0, 30453.0, 33782.0, 166648.0, 41466.0, 618878.0, 154239.0]"
808,2008/2009,8686,"[19344.0, 30996.0, 30747.0, 38822.0, 39206.0, 37545.0, 27693.0, 27694.0, 27695.0, 27696.0, 27565.0, 39351.0, 38717.0, 41023.0, 24130.0, 31938.0, 27720.0, 39376.0, 30682.0, 39410.0, 30453.0, 33782.0, 30714.0]"
809,2009/2010,8686,"[19344.0, 37521.0, 30747.0, 38822.0, 37545.0, 27695.0, 39351.0, 38717.0, 41023.0, 31938.0, 24130.0, 27720.0, 30928.0, 39376.0, 30682.0, 181984.0, 39401.0, 30453.0, 33782.0, 30709.0, 30714.0]"
810,2010/2011,8686,"[30996.0, 39447.0, 30747.0, 37545.0, 39725.0, 27695.0, 39345.0, 39351.0, 33337.0, 38717.0, 41023.0, 31938.0, 24130.0, 39490.0, 30928.0, 39376.0, 30682.0, 30690.0, 39401.0, 41329.0, 30453.0, 33782.0, 30714.0]"
811,2011/2012,8686,"[174850.0, 96643.0, 96398.0, 30996.0, 128020.0, 30747.0, 35112.0, 37545.0, 27691.0, 39725.0, 27695.0, 39345.0, 33337.0, 41023.0, 162497.0, 31938.0, 30670.0, 30928.0, 30682.0, 40165.0, 41329.0, 184822.0, 251384.0, 30841.0, 30714.0, 18814.0]"
812,2012/2013,8686,"[174850.0, 154249.0, 264842.0, 96398.0, 128020.0, 30747.0, 110378.0, 39725.0, 24622.0, 27695.0, 22337.0, 71500.0, 30928.0, 177874.0, 30682.0, 267365.0, 40165.0, 26472.0, 195190.0, 206711.0, 30841.0, 30714.0]"
813,2013/2014,8686,"[34305.0, 154249.0, 264842.0, 127374.0, 96398.0, 128020.0, 39447.0, 46875.0, 309539.0, 178732.0, 24622.0, 27695.0, 20401.0, 427062.0, 37950.0, 22337.0, 71500.0, 30928.0, 177874.0, 362195.0, 41433.0, 155738.0, 30682.0, 26472.0, 32746.0, 30714.0, 114558.0]"
814,2014/2015,8686,"[35712.0, 34305.0, 154249.0, 264842.0, 96398.0, 161683.0, 585237.0, 93985.0, 26146.0, 237606.0, 178732.0, 38834.0, 37950.0, 22337.0, 245572.0, 71500.0, 79187.0, 239061.0, 41433.0, 30682.0, 155738.0, 103266.0, 172644.0, 32746.0, 30714.0, 114558.0]"
815,2015/2016,8686,"[34305.0, 276738.0, 264842.0, 96398.0, 161683.0, 590494.0, 26146.0, 71466.0, 15403.0, 101422.0, 161328.0, 37950.0, 210111.0, 22337.0, 245572.0, 71500.0, 41433.0, 30682.0, 45413.0, 32746.0, 292462.0, 169718.0, 161015.0, 30714.0, 114558.0]"
816,2008/2009,9882,"[49541.0, 41862.0, 33414.0, 150407.0, 39694.0, 42388.0, 27672.0, 18848.0, 24484.0, 33706.0, 24493.0, 27697.0, 8881.0, 27702.0, 27705.0, 35644.0, 41667.0, 32597.0, 24793.0, 24549.0, 32748.0, 39533.0, 39534.0, 39539.0]"
817,2009/2010,9882,"[24453.0, 33414.0, 22283.0, 37521.0, 39198.0, 24484.0, 57124.0, 24491.0, 27697.0, 39729.0, 8881.0, 27702.0, 41661.0, 41667.0, 32597.0, 24793.0, 27615.0, 24549.0, 32748.0, 25338.0, 183548.0]"
818,2010/2011,9882,"[24453.0, 96646.0, 33414.0, 150407.0, 22283.0, 37521.0, 27672.0, 39198.0, 41632.0, 24484.0, 57124.0, 27691.0, 24491.0, 39729.0, 72371.0, 27702.0, 41661.0, 30284.0, 165709.0, 111182.0, 32597.0, 24793.0, 24549.0, 32748.0, 40686.0, 155246.0]"
819,2011/2012,9882,
820,2012/2013,9882,"[39428.0, 109060.0, 96645.0, 41865.0, 150410.0, 282770.0, 39198.0, 110883.0, 57124.0, 184999.0, 24491.0, 26797.0, 41652.0, 27702.0, 39490.0, 163919.0, 34000.0, 68436.0, 121044.0, 362198.0, 24793.0, 39769.0, 33640.0, 121960.0, 181995.0, 155246.0, 25587.0]"
821,2013/2014,9882,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 41865.0, nan, nan, 150410.0, nan, 49541.0, nan, nan, nan, 183076.0, 458660.0, 184999.0, 24491.0, 27696.0, 41652.0, 27702.0, 92215.0, 39738.0, 163918.0, 163919.0, 40274.0, 121044.0, 24793.0, 172899.0, 206695.0, 121960.0, 33640.0, 181995.0, 155246.0, 25587.0, 155256.0]"
822,2014/2015,9882,"[nan, nan, nan, nan, 109060.0, 41605.0, nan, 18823.0, nan, nan, 150410.0, 22283.0, 300683.0, 196484.0, nan, 319631.0, 37273.0, 356378.0, nan, nan, nan, nan, nan, nan, nan, 27696.0, 27702.0, 164029.0, 41671.0, 163918.0, 163919.0, 362195.0, 121044.0, 24793.0, 172899.0, 317156.0, 206695.0, 33639.0, 181995.0, 25587.0, 213366.0]"
823,2015/2016,9882,"[nan, nan, nan, nan, 196484.0, 41605.0, 195717.0, 18823.0, nan, nan, nan, nan, nan, 50189.0, 319631.0, 46078.0, 175646.0, 39331.0, 660010.0, 27702.0, 25526.0, 41671.0, 30920.0, 163918.0, 309328.0, 177874.0, 121044.0, 24789.0, 39643.0, 45413.0, 299879.0, 181995.0, 610668.0, 32748.0, 25587.0, 39540.0, 238838.0, 39422.0]"
824,2008/2009,9804,"[nan, nan, nan, 39555.0, nan, 33413.0, nan, 49543.0, 42634.0, 27661.0, 34319.0, 41488.0, 37525.0, 39323.0, 38943.0, 39204.0, 27686.0, 39208.0, 27690.0, 39211.0, 24492.0, 35641.0, 42944.0, 39745.0, 39752.0, 27721.0, 31304.0, 30940.0, 73845.0, 39423.0]"
825,2009/2010,9804,
826,2010/2011,9804,
827,2011/2012,9804,
828,2012/2013,9804,"[49543.0, 33422.0, 150670.0, 36121.0, 42652.0, 27690.0, 41269.0, 42437.0, 39376.0, 27733.0, 41816.0, 41432.0, 41818.0, 39391.0, 46820.0, 191081.0, 41962.0, 130155.0, 31725.0, 73977.0]"
829,2013/2014,9804,"[nan, 186764.0, 33422.0, 150670.0, 253088.0, 110378.0, 41269.0, 31672.0, 39357.0, 42692.0, 42437.0, 39376.0, 27733.0, 41432.0, 41816.0, 34008.0, 39391.0, 46820.0, 73977.0, 130155.0, 210932.0, 165624.0, 155257.0, 39419.0, 161660.0]"
830,2014/2015,9804,"[362113.0, 267911.0, 150670.0, 253088.0, 38827.0, 239287.0, 31672.0, 42692.0, 315460.0, 39367.0, 174031.0, 24791.0, 41432.0, 41816.0, 41818.0, 34008.0, 46820.0, 33640.0, 239981.0, 39540.0, 165624.0, 155257.0, 39419.0]"
831,2015/2016,9804,"[362113.0, 154246.0, 267911.0, 150670.0, 210704.0, 253088.0, 239287.0, 42692.0, 315460.0, 394824.0, 244811.0, 174031.0, 195413.0, 24791.0, 41816.0, 41432.0, 34008.0, 309726.0, 33640.0, 39540.0, 213366.0, 39419.0, 161660.0]"
832,2008/2009,8600,"[24970.0, 37515.0, 27669.0, 35626.0, 101419.0, 27700.0, 42422.0, 39357.0, 31294.0, 39232.0, 41542.0, 27719.0, 27720.0, 25549.0, 27734.0, 25818.0, 39643.0, 39644.0, 41318.0, 109298.0, 39540.0, 111862.0, 50047.0]"
833,2009/2010,8600,"[30983.0, 24970.0, 37515.0, 116243.0, 27669.0, 33706.0, 42422.0, 155066.0, 39357.0, 39232.0, 41542.0, 27719.0, 27734.0, 25818.0, 39643.0, 39644.0, 41694.0, 150754.0, 41318.0, 109298.0, 111862.0, 50047.0]"
834,2010/2011,8600,"[49860.0, 192325.0, 41542.0, 41318.0, 35421.0, 25818.0, 24970.0, 109298.0, 27731.0, 42422.0, 111862.0, 25816.0, 27734.0, 155066.0, 46875.0, 39357.0, 39643.0, 50047.0]"
835,2011/2012,8600,"[103424.0, 42119.0, 182791.0, 30983.0, 27669.0, 46875.0, 114337.0, 19249.0, 42422.0, 39357.0, 49860.0, 192325.0, 41542.0, 27731.0, 27733.0, 27734.0, 25816.0, 39643.0, 24546.0, 41318.0, 210278.0, 109298.0, 111862.0, 202108.0]"
836,2012/2013,8600,"[196484.0, 182791.0, 30983.0, 56600.0, 243608.0, 109338.0, 46875.0, 19249.0, 41404.0, 39357.0, 49860.0, 192325.0, 42692.0, 179791.0, 27731.0, 27733.0, 27734.0, 39643.0, 157284.0, 202341.0, 41318.0, 210278.0, 362212.0, 188652.0, 71788.0, 192504.0, 155260.0, 31614.0]"
837,2013/2014,8600,"[196484.0, 30983.0, 346000.0, 422685.0, 19249.0, 106294.0, 423223.0, 265275.0, 41404.0, 39357.0, 40004.0, 192325.0, 179791.0, 362194.0, 27731.0, 27734.0, 275034.0, 157284.0, 202341.0, 41318.0, 210278.0, 188652.0, 306296.0, 31614.0]"
838,2014/2015,8600,"[196484.0, 38920.0, 39450.0, 422685.0, 452269.0, 33840.0, 19249.0, 315058.0, 423223.0, 39357.0, 401343.0, 279873.0, 192325.0, 401095.0, 179791.0, 27731.0, 27734.0, 267863.0, 275034.0, 202341.0, 41318.0, 13033.0, 188652.0, 195190.0, 306296.0]"
839,2015/2016,8600,"[38920.0, 128020.0, 39450.0, 422685.0, 25772.0, 19249.0, 39357.0, 401343.0, 279873.0, 24516.0, 192325.0, 49860.0, 27719.0, 401095.0, 49866.0, 116555.0, 282060.0, 179791.0, 27734.0, 267863.0, 275034.0, 41694.0, 476771.0, 41318.0, 13033.0, 268394.0, 195190.0]"
840,2008/2009,8551,"[39559.0, 23947.0, 24854.0, 41878.0, 74009.0, 38938.0, 41754.0, 50074.0, 41378.0, 37541.0, 42664.0, 27691.0, 22832.0, 74291.0, 42041.0, 39354.0, 39229.0, 30284.0, 22355.0, 24792.0, 39393.0]"
841,2009/2010,8551,"[196226.0, 39429.0, 23947.0, 41874.0, 41878.0, 11671.0, 24854.0, 74009.0, 38938.0, 33817.0, 41378.0, 42664.0, 27691.0, 24492.0, 22832.0, 39345.0, 42041.0, 39229.0, 24391.0, 30284.0, 42321.0, 24440.0, 71768.0, 25584.0, 108401.0, 165624.0]"
842,2010/2011,8551,
843,2011/2012,8551,"[39429.0, 154249.0, 27663.0, 41874.0, 27668.0, 24854.0, 42647.0, 41878.0, 74009.0, 33817.0, 37537.0, 22305.0, 17836.0, 42041.0, 39229.0, 41661.0, 42434.0, 414788.0, 184653.0, 190030.0, 40656.0, 41809.0, 39638.0, 41816.0, 39644.0, 157284.0, 165624.0]"
844,2012/2013,8551,"[37508.0, 185867.0, 41874.0, 27668.0, 24854.0, 177688.0, 33817.0, 17836.0, 214449.0, 42041.0, 39229.0, 41661.0, 42433.0, 42434.0, 414788.0, 113604.0, 282438.0, 27719.0, 31304.0, 171338.0, 40656.0, 41809.0, 39638.0, 39644.0, 164319.0, 39397.0, 41841.0, 42482.0, 73845.0, 39541.0, 165624.0, 57082.0]"
845,2013/2014,8551,
846,2014/2015,8551,
847,2015/2016,8551,
848,2008/2009,8690,"[nan, nan, nan, nan, nan, 39557.0, nan, 27785.0, 41865.0, 39435.0, 27663.0, 39441.0, 49940.0, 41501.0, 27678.0, 11049.0, 39738.0, 39360.0, 24516.0, 30920.0, 31308.0, 39502.0, 39509.0, 39510.0, 34531.0, 39525.0, 50669.0, 42482.0]"
849,2009/2010,8690,
850,2010/2011,8690,
851,2011/2012,8690,
852,2012/2013,8690,
853,2013/2014,8690,
854,2014/2015,8690,
855,2015/2016,8690,
856,2008/2009,8540,"[nan, 39425.0, 39426.0, nan, nan, nan, nan, 37768.0, 49677.0, 39191.0, 40601.0, 39207.0, 35112.0, 24493.0, 24622.0, 31288.0, 33337.0, 39488.0, 39367.0, 32747.0, 34540.0, 104434.0, 30713.0, 39419.0, 41341.0, 39422.0, 39423.0]"
857,2009/2010,8540,"[nan, 27659.0, 49677.0, 45457.0, 40855.0, 41887.0, 39207.0, 35112.0, 24622.0, 31288.0, 33337.0, 39488.0, 39367.0, 105548.0, 42702.0, 32747.0, 34540.0, 129391.0, 39419.0, 39422.0]"
858,2010/2011,8540,"[197514.0, 27659.0, 40855.0, 139806.0, 27558.0, 39207.0, 24622.0, 31288.0, 164029.0, 39367.0, 30284.0, 105548.0, 46820.0, 32747.0, 196205.0, 107502.0, 147951.0, 129391.0, 35575.0, 39419.0, 39422.0]"
859,2011/2012,8540,"[18823.0, 119305.0, 26253.0, 45457.0, 39194.0, 140963.0, 27558.0, 39207.0, 202790.0, 38060.0, 24622.0, 270774.0, 164029.0, 39488.0, 42306.0, 41671.0, 30920.0, 105548.0, 112848.0, 32747.0, 150509.0, 107502.0, 147951.0, 206701.0, 41841.0, 213366.0, 35575.0, 24443.0, 97789.0]"
860,2012/2013,8540,"[56576.0, 182791.0, 26253.0, 27663.0, 45457.0, 39194.0, 325916.0, 37537.0, 27558.0, 18859.0, 39477.0, 164029.0, 39488.0, 31303.0, 30920.0, 414792.0, 105548.0, 41045.0, 39509.0, 25815.0, 365531.0, 113631.0, 202343.0, 32747.0, 196205.0, 147951.0, 92532.0, 210932.0, 97657.0, 24443.0, 97789.0]"
861,2013/2014,8540,
862,2014/2015,8540,"[41874.0, 42651.0, 325916.0, 139806.0, 39477.0, 270774.0, 164029.0, 130113.0, 42434.0, 30920.0, 40656.0, 34000.0, 41045.0, 113239.0, 118616.0, 434778.0, 309726.0, 34654.0, 279392.0, 282473.0, 108401.0, 293235.0, 92532.0, 97789.0]"
863,2015/2016,8540,"[nan, nan, nan, 362121.0, 151050.0, 211091.0, 299799.0, 169752.0, 42651.0, 139806.0, 30881.0, 39477.0, 270774.0, 130113.0, 42434.0, 128456.0, 670927.0, 34000.0, 670928.0, 208852.0, 113239.0, 118616.0, 434778.0, 279392.0, 108401.0, 293235.0, 92532.0, 267260.0]"
